"CpG_pos","Coefficient","CpG_pos_hg19"
"chr12:59874219:59874220",-0.009381969,"chr12:60268000:60268001"
"chr3:149511990:149511991",0.009361979,"chr3:149229777:149229778"
"chr4:172042847:172042848",-0.009361622,"chr4:172963998:172963999"
"chr20:12825114:12825115",-0.009355574,"chr20:12805762:12805763"
"chr17:51886000:51886001",-0.009352741,"chr17:49963360:49963361"
"chr1:209990392:209990393",-0.009343708,"chr1:210163737:210163738"
"chr7:29690686:29690687",-0.009335107,"chr7:29730302:29730303"
"chr5:86908685:86908686",-0.009334566,"chr5:86204502:86204503"
"chr5:140004514:140004515",-0.009325085,"chr5:139384099:139384100"
"chr21:36989160:36989161",-0.009322371,"chr21:38361460:38361461"
"chr4:113548048:113548049",-0.009322319,"chr4:114469204:114469205"
"chr10:45770111:45770112",-0.009298788,"chr10:46265559:46265560"
"chr2:176739144:176739145",-0.009295338,"chr2:177603872:177603873"
"chr8:80354069:80354070",-0.009293844,"chr8:81266304:81266305"
"chr11:116379657:116379658",0.009283023,"chr11:116250374:116250375"
"chr4:88212513:88212514",-0.009282696,"chr4:89133665:89133666"
"chr16:57255972:57255973",0.009281334,"chr16:57289884:57289885"
"chr15:86620732:86620733",0.00928108,"chr15:87163963:87163964"
"chr2:90095925:90095926",-0.009278026,"chr2:90134767:90134768"
"chr7:25856134:25856135",0.009277586,"chr7:25895754:25895755"
"chr3:94671773:94671774",-0.009276595,"chr3:94390617:94390618"
"chr17:72072053:72072054",-0.009270662,"chr17:70068194:70068195"
"chr18:49865073:49865074",0.009266784,"chr18:47391443:47391444"
"chr22:16853527:16853528",-0.009261556,"chr22:17334417:17334418"
"chr3:36381367:36381368",-0.009254627,"chr3:36422859:36422860"
"chr3:136792890:136792891",0.009253289,"chr3:136511732:136511733"
"chr3:147378936:147378937",0.009252776,"chr3:147096723:147096724"
"chr13:54195847:54195848",-0.009241199,"chr13:54769982:54769983"
"chr10:70403785:70403786",-0.009239546,"chr10:72163541:72163542"
"chr9:677955:677956",-0.009238951,"chr9:677955:677956"
"chr5:140123749:140123750",-0.009234155,"chr5:139503334:139503335"
"chr5:139347482:139347483",-0.009227807,"chr5:138683171:138683172"
"chr21:32277633:32277634",0.009222372,"chr21:33649944:33649945"
"chr11:86919095:86919096",-0.009215758,"chr11:86630137:86630138"
"chr11:76465777:76465778",0.009207815,"chr11:76176821:76176822"
"chr4:6784572:6784573",-0.009207021,"chr4:6786299:6786300"
"chr4:126798950:126798951",-0.009201364,"chr4:127720105:127720106"
"chr20:42180006:42180007",0.009197343,"chr20:40808646:40808647"
"chr20:10011145:10011146",-0.009186811,"chr20:9991793:9991794"
"chr4:46736895:46736896",-0.009182332,"chr4:46738912:46738913"
"chr17:33152314:33152315",-0.009177973,"chr17:31479332:31479333"
"chr7:123536976:123536977",-0.009174783,"chr7:123177030:123177031"
"chr9:111593114:111593115",0.009167233,"chr9:114355394:114355395"
"chr7:70672836:70672837",-0.009166523,"chr7:70137822:70137823"
"chr20:59819064:59819065",-0.009162631,"chr20:58394119:58394120"
"chr20:47382516:47382517",0.009154109,"chr20:46011260:46011261"
"chr6:1419977:1419978",-0.009152912,"chr6:1420212:1420213"
"chr1:18710602:18710603",-0.009136381,"chr1:19037096:19037097"
"chr5:136978899:136978900",-0.009135196,"chr5:136314588:136314589"
"chr2:164827200:164827201",-0.009133806,"chr2:165683710:165683711"
"chr17:66506638:66506639",-0.009133787,"chr17:64502756:64502757"
"chr1:101595958:101595959",-0.009133535,"chr1:102061514:102061515"
"chr2:42970206:42970207",-0.009131857,"chr2:43197346:43197347"
"chr12:112711583:112711584",-0.009125381,"chr12:113149388:113149389"
"chr22:26979565:26979566",0.009117407,"chr22:27375528:27375529"
"chr1:109564877:109564878",0.009107877,"chr1:110107499:110107500"
"chr15:82248183:82248184",-0.009096033,"chr15:82540524:82540525"
"chr1:44305958:44305959",0.009088146,"chr1:44771630:44771631"
"chr1:98715311:98715312",-0.00908707,"chr1:99180867:99180868"
"chr9:32931039:32931040",-0.009086913,"chr9:32931037:32931038"
"chr16:34704105:34704106",0.009084342,NA
"chr1:169217564:169217565",0.009073837,"chr1:169186802:169186803"
"chr10:111268054:111268055",-0.009073758,"chr10:113027812:113027813"
"chr12:7394865:7394866",-0.009068,"chr12:7547461:7547462"
"chr4:560089:560090",-0.009067283,"chr4:553878:553879"
"chr3:180631575:180631576",0.009062432,"chr3:180349363:180349364"
"chr6:51029814:51029815",-0.00906226,"chr6:50997527:50997528"
"chr2:163681964:163681965",-0.00906001,"chr2:164538474:164538475"
"chr17:41865907:41865908",-0.00905692,"chr17:40022160:40022161"
"chr2:66427512:66427513",-0.009056855,"chr2:66654644:66654645"
"chr6:93420316:93420317",0.009055572,"chr6:94130034:94130035"
"chr16:24461974:24461975",-0.009024914,"chr16:24473295:24473296"
"chr19:17956678:17956679",-0.009022991,"chr19:18067487:18067488"
"chr3:115804762:115804763",0.009012477,"chr3:115523609:115523610"
"chr12:85036706:85036707",0.008992942,"chr12:85430484:85430485"
"chr14:44276679:44276680",-0.008987835,"chr14:44745882:44745883"
"chr2:163654617:163654618",0.008978324,"chr2:164511127:164511128"
"chr7:104087259:104087260",0.008969626,"chr7:103727706:103727707"
"chr13:110232440:110232441",-0.008968216,"chr13:110884787:110884788"
"chr16:77509525:77509526",-0.008967408,"chr16:77543422:77543423"
"chr2:157088701:157088702",-0.008955145,"chr2:157945213:157945214"
"chr1:19790742:19790743",-0.008951085,"chr1:20117235:20117236"
"chr22:11618942:11618943",0.008942535,NA
"chr5:159134951:159134952",-0.00893887,"chr5:158561959:158561960"
"chr11:29026162:29026163",-0.008926936,"chr11:29047709:29047710"
"chr17:33651464:33651465",0.008926688,"chr17:31978483:31978484"
"chr5:135029915:135029916",0.008917314,"chr5:134365605:134365606"
"chr6:10043147:10043148",-0.00891544,"chr6:10043380:10043381"
"chr6:76121208:76121209",-0.00891399,"chr6:76830925:76830926"
"chr21:20042851:20042852",-0.008909661,"chr21:21415164:21415165"
"chr2:13151740:13151741",0.008895795,"chr2:13291865:13291866"
"chr20:51214206:51214207",-0.008884758,"chr20:49830743:49830744"
"chr8:39057834:39057835",-0.008882468,"chr8:38915353:38915354"
"chr3:101561406:101561407",0.008880402,"chr3:101280250:101280251"
"chr5:15098389:15098390",-0.008869972,"chr5:15098498:15098499"
"chr5:126741149:126741150",-0.008865321,"chr5:126076841:126076842"
"chr14:68777315:68777316",-0.008863204,"chr14:69244032:69244033"
"chr6:108564139:108564140",-0.008861373,"chr6:108885342:108885343"
"chr20:40903172:40903173",0.008844846,"chr20:39531812:39531813"
"chr16:66346145:66346146",-0.00883846,"chr16:66380048:66380049"
"chr3:169667507:169667508",-0.008835125,"chr3:169385295:169385296"
"chr5:73094050:73094051",-0.00882939,"chr5:72389877:72389878"
"chr1:143189788:143189789",0.008818457,NA
"chr7:42238860:42238861",0.008816781,"chr7:42278459:42278460"
"chr1:113392978:113392979",-0.008810057,"chr1:113935600:113935601"
"chr7:82509728:82509729",-0.00880974,"chr7:82139044:82139045"
"chr20:21106859:21106860",0.008796575,"chr20:21087500:21087501"
"chr16:73059838:73059839",-0.008751083,"chr16:73093737:73093738"
"chr4:3034512:3034513",-0.008747704,"chr4:3036239:3036240"
"chr13:32130260:32130261",-0.008747658,"chr13:32704397:32704398"
"chr8:51088918:51088919",-0.008746034,"chr8:52001478:52001479"
"chr6:132682783:132682784",0.008744524,"chr6:133003922:133003923"
"chr3:78951667:78951668",-0.008737497,"chr3:79000817:79000818"
"chr8:5664870:5664871",0.008728348,"chr8:5522392:5522393"
"chr11:71487691:71487692",-0.008726698,"chr11:71198737:71198738"
"chr10:10747775:10747776",-0.008718361,"chr10:10789738:10789739"
"chr12:10668276:10668277",-0.008717185,"chr12:10820875:10820876"
"chr8:17733329:17733330",0.008713782,"chr8:17590838:17590839"
"chr2:163631360:163631361",0.008709866,"chr2:164487870:164487871"
"chr7:72325582:72325583",-0.008708809,"chr7:71790567:71790568"
"chr5:171461878:171461879",-0.008708554,"chr5:170888882:170888883"
"chr16:30138755:30138756",-0.00870432,"chr16:30150076:30150077"
"chr2:231677504:231677505",-0.008703327,"chr2:232542214:232542215"
"chr4:134885123:134885124",0.008695112,"chr4:135806278:135806279"
"chr7:103809662:103809663",0.008683803,"chr7:103450109:103450110"
"chr7:122318669:122318670",0.008683431,"chr7:121958723:121958724"
"chr14:101515485:101515486",-0.008683046,"chr14:101981822:101981823"
"chr10:512130:512131",-0.008677536,"chr10:558070:558071"
"chr9:33529913:33529914",-0.008671961,"chr9:33529911:33529912"
"chr2:163621740:163621741",0.008656633,"chr2:164478250:164478251"
"chr17:29031849:29031850",0.008639009,"chr17:27358867:27358868"
"chr8:144528348:144528349",0.008638564,"chr8:145753732:145753733"
"chr17:72551661:72551662",0.008637855,"chr17:70547801:70547802"
"chr2:26251248:26251249",0.008631597,"chr2:26474116:26474117"
"chr8:58313600:58313601",-0.008631499,"chr8:59226159:59226160"
"chr13:91431999:91432000",0.008626103,"chr13:92084253:92084254"
"chr2:86354399:86354400",-0.008623188,"chr2:86581522:86581523"
"chr6:135224553:135224554",-0.008613996,"chr6:135545691:135545692"
"chr14:64542461:64542462",0.00861102,"chr14:65009179:65009180"
"chr7:100614561:100614562",-0.008610191,"chr7:100212184:100212185"
"chr2:198485364:198485365",0.008609467,"chr2:199350088:199350089"
"chr10:111129216:111129217",-0.00860694,"chr10:112888974:112888975"
"chr6:1578344:1578345",-0.008606286,"chr6:1578579:1578580"
"chr2:163735301:163735302",-0.008604165,"chr2:164591811:164591812"
"chr15:58452326:58452327",-0.008603047,"chr15:58744525:58744526"
"chr8:117934197:117934198",0.008581504,"chr8:118946436:118946437"
"chr2:224490485:224490486",-0.008573621,"chr2:225355202:225355203"
"chr6:155107403:155107404",0.008570425,"chr6:155428537:155428538"
"chr4:98566171:98566172",0.008564292,"chr4:99487322:99487323"
"chr5:88145612:88145613",0.008560037,"chr5:87441429:87441430"
"chr1:210101704:210101705",-0.008548875,"chr1:210275049:210275050"
"chr4:142560812:142560813",-0.008548686,"chr4:143481965:143481966"
"chr4:494250:494251",0.008547954,"chr4:488039:488040"
"chr2:163683532:163683533",0.008545584,"chr2:164540042:164540043"
"chr17:38947604:38947605",-0.008536407,"chr17:37103857:37103858"
"chr3:45795861:45795862",0.008530556,"chr3:45837353:45837354"
"chr9:119945361:119945362",-0.008525927,"chr9:122707639:122707640"
"chr14:79703811:79703812",0.008522213,"chr14:80170154:80170155"
"chr13:31569957:31569958",-0.008517353,"chr13:32144094:32144095"
"chr5:181170711:181170712",0.008512255,"chr5:180597711:180597712"
"chr8:104009378:104009379",-0.00850852,"chr8:105021606:105021607"
"chr6:133316326:133316327",-0.008508445,"chr6:133637464:133637465"
"chr16:30039176:30039177",-0.00850574,"chr16:30050497:30050498"
"chr2:42827319:42827320",-0.008503861,"chr2:43054459:43054460"
"chr4:19659608:19659609",0.008498167,"chr4:19661231:19661232"
"chr13:57628973:57628974",0.008494906,"chr13:58203107:58203108"
"chr3:148046141:148046142",-0.008488992,"chr3:147763928:147763929"
"chr4:67404300:67404301",0.008488253,"chr4:68270018:68270019"
"chr12:114335461:114335462",0.008480609,"chr12:114773266:114773267"
"chr4:40260349:40260350",0.008478254,"chr4:40261969:40261970"
"chr2:144520942:144520943",-0.008471194,"chr2:145278509:145278510"
"chr3:64684591:64684592",0.008466347,"chr3:64670267:64670268"
"chr6:54718539:54718540",-0.008465241,"chr6:54583337:54583338"
"chr17:11935826:11935827",0.008465039,"chr17:11839143:11839144"
"chr10:72089722:72089723",-0.008463117,"chr10:73849480:73849481"
"chr5:91331573:91331574",0.008462339,"chr5:90627390:90627391"
"chr9:122438657:122438658",-0.008460016,"chr9:125200936:125200937"
"chr8:4998081:4998082",-0.008452653,"chr8:4855603:4855604"
"chr16:23453721:23453722",0.008450421,"chr16:23465042:23465043"
"chr12:48959864:48959865",-0.008447681,"chr12:49353647:49353648"
"chr10:130450139:130450140",-0.008447147,"chr10:132248403:132248404"
"chr17:10029712:10029713",-0.008443206,"chr17:9933029:9933030"
"chr12:89793905:89793906",0.008442435,"chr12:90187682:90187683"
"chr14:63311294:63311295",0.008429275,"chr14:63778008:63778009"
"chr10:67001005:67001006",0.008426929,"chr10:68760763:68760764"
"chr3:58819821:58819822",0.008421913,"chr3:58805547:58805548"
"chr9:133149898:133149899",-0.008419277,"chr9:136025285:136025286"
"chr9:852000:852001",-0.008417889,"chr9:852000:852001"
"chr4:82707830:82707831",-0.008408675,"chr4:83628983:83628984"
"chr1:181385581:181385582",0.008406645,"chr1:181354717:181354718"
"chr1:36388343:36388344",0.008405161,"chr1:36853944:36853945"
"chr19:51656832:51656833",-0.008401077,"chr19:52160085:52160086"
"chr20:55037043:55037044",-0.008397765,"chr20:53653582:53653583"
"chr12:65948588:65948589",-0.008396691,"chr12:66342368:66342369"
"chr4:180542446:180542447",0.008395985,"chr4:181463599:181463600"
"chr14:62665220:62665221",-0.008391,"chr14:63131938:63131939"
"chr22:36497397:36497398",-0.008387283,"chr22:36893444:36893445"
"chr15:86373294:86373295",-0.008381579,"chr15:86916525:86916526"
"chr16:3825358:3825359",0.008376552,"chr16:3875359:3875360"
"chr12:14369526:14369527",0.00837574,"chr12:14522460:14522461"
"chr8:115662152:115662153",-0.008373496,"chr8:116674379:116674380"
"chr3:168251114:168251115",-0.008371137,"chr3:167968902:167968903"
"chr2:286830:286831",0.008368881,"chr2:286830:286831"
"chr18:45347081:45347082",-0.008364948,"chr18:42927046:42927047"
"chr3:148463641:148463642",-0.008363811,"chr3:148181428:148181429"
"chr15:61589069:61589070",0.008350663,"chr15:61881268:61881269"
"chr2:213455451:213455452",-0.008348605,"chr2:214320175:214320176"
"chr6:3038012:3038013",-0.008347386,"chr6:3038246:3038247"
"chr5:172549394:172549395",-0.00834176,"chr5:171976397:171976398"
"chr3:142964405:142964406",0.008335955,"chr3:142683247:142683248"
"chr19:52404372:52404373",-0.008330725,"chr19:52907625:52907626"
"chr13:35954019:35954020",0.008318265,"chr13:36528156:36528157"
"chr5:180563194:180563195",0.008317907,"chr5:179990194:179990195"
"chr16:51154227:51154228",0.008312426,"chr16:51188138:51188139"
"chr1:213516529:213516530",-0.00830222,"chr1:213689872:213689873"
"chr4:84491613:84491614",0.008300841,"chr4:85412766:85412767"
"chr11:81625631:81625632",-0.008299834,"chr11:81336673:81336674"
"chr20:54585305:54585306",0.008294754,"chr20:53201844:53201845"
"chr8:68261040:68261041",-0.008293099,"chr8:69173275:69173276"
"chr14:56810038:56810039",0.008290236,"chr14:57276756:57276757"
"chr13:101579395:101579396",0.008288526,"chr13:102231746:102231747"
"chr4:152126547:152126548",0.008284614,"chr4:153047699:153047700"
"chr5:103262560:103262561",0.008282188,"chr5:102598261:102598262"
"chr15:36886631:36886632",0.008281202,"chr15:37178832:37178833"
"chr1:94024247:94024248",-0.008273088,"chr1:94489803:94489804"
"chr7:66207444:66207445",0.00825904,"chr7:65672431:65672432"
"chr11:103187847:103187848",0.008254571,"chr11:103058576:103058577"
"chr11:114774644:114774645",0.008245149,"chr11:114645366:114645367"
"chr16:50749633:50749634",-0.008243918,"chr16:50783544:50783545"
"chr1:217076775:217076776",-0.008234962,"chr1:217250117:217250118"
"chr10:110642984:110642985",0.008233545,"chr10:112402742:112402743"
"chr10:88935055:88935056",-0.008229746,"chr10:90694812:90694813"
"chr14:39957028:39957029",-0.008226307,"chr14:40426232:40426233"
"chr8:124721142:124721143",-0.008225842,"chr8:125733383:125733384"
"chr2:196113431:196113432",-0.008220421,"chr2:196978155:196978156"
"chr3:16048809:16048810",-0.008218533,"chr3:16090316:16090317"
"chr17:64064822:64064823",0.008215924,"chr17:62142182:62142183"
"chr10:31285878:31285879",0.008205829,"chr10:31574807:31574808"
"chr15:76346963:76346964",0.008199902,"chr15:76639304:76639305"
"chr5:27305773:27305774",0.008191053,"chr5:27305880:27305881"
"chr10:130888503:130888504",0.00818816,"chr10:132686766:132686767"
"chr18:64003012:64003013",0.008187842,"chr18:61670246:61670247"
"chr1:110544975:110544976",0.00817879,"chr1:111087597:111087598"
"chr1:165507991:165507992",-0.008165031,"chr1:165477228:165477229"
"chr5:141388955:141388956",0.008160512,"chr5:140768522:140768523"
"chr2:107717898:107717899",0.008158017,"chr2:108334354:108334355"
"chr12:14377119:14377120",0.00815158,"chr12:14530053:14530054"
"chr5:35867315:35867316",0.008143883,"chr5:35867417:35867418"
"chr10:17185261:17185262",0.00814046,"chr10:17227260:17227261"
"chr6:97840694:97840695",-0.008137959,"chr6:98288570:98288571"
"chr5:77888008:77888009",-0.00812953,"chr5:77183832:77183833"
"chr14:39964770:39964771",-0.008109862,"chr14:40433974:40433975"
"chr1:9738797:9738798",-0.008109187,"chr1:9798855:9798856"
"chr3:87791978:87791979",-0.008105831,"chr3:87841128:87841129"
"chr17:66932360:66932361",-0.008095914,"chr17:64928477:64928478"
"chr1:104649506:104649507",-0.008091669,"chr1:105192128:105192129"
"chr7:97743049:97743050",0.008085284,"chr7:97372361:97372362"
"chr18:71114132:71114133",-0.008078516,"chr18:68781368:68781369"
"chr19:39736352:39736353",-0.008074496,"chr19:40226992:40226993"
"chr10:113013074:113013075",0.008071334,"chr10:114772833:114772834"
"chr5:84602877:84602878",-0.008071203,"chr5:83898695:83898696"
"chr1:155544443:155544444",0.008070058,"chr1:155514234:155514235"
"chr4:94407212:94407213",-0.00806585,"chr4:95328363:95328364"
"chr10:30592059:30592060",-0.008065634,"chr10:30880988:30880989"
"chr18:31041159:31041160",0.0080557,"chr18:28621125:28621126"
"chr7:122913603:122913604",0.008051088,"chr7:122553657:122553658"
"chr1:150327044:150327045",0.008049746,"chr1:150299503:150299504"
"chr16:47180462:47180463",0.008041361,"chr16:47214373:47214374"
"chr5:33146054:33146055",-0.008040414,"chr5:33146160:33146161"
"chr2:73180333:73180334",-0.008040335,"chr2:73407461:73407462"
"chr7:93921444:93921445",-0.008034799,"chr7:93550756:93550757"
"chr2:122961674:122961675",-0.008031531,"chr2:123719250:123719251"
"chr10:78896262:78896263",-0.008026256,"chr10:80656019:80656020"
"chr10:111079344:111079345",0.008014396,"chr10:112839102:112839103"
"chr4:4891803:4891804",-0.008012541,"chr4:4893530:4893531"
"chr12:10208988:10208989",0.008008088,"chr12:10361587:10361588"
"chr4:42295325:42295326",-0.008004278,"chr4:42297342:42297343"
"chr3:180744626:180744627",0.00799514,"chr3:180462414:180462415"
"chr13:101292349:101292350",0.007982628,"chr13:101944700:101944701"
"chr2:141762657:141762658",0.00798173,"chr2:142520226:142520227"
"chr2:63057640:63057641",0.007972598,"chr2:63284775:63284776"
"chr13:108750712:108750713",0.007971787,"chr13:109403060:109403061"
"chr19:12602781:12602782",0.007964699,"chr19:12713595:12713596"
"chr9:130037395:130037396",0.007963768,"chr9:132799674:132799675"
"chr5:141420928:141420929",0.007963765,"chr5:140800495:140800496"
